名詞	固有名詞	組織	*	*	*	*	*	*	52057
名詞	固有名詞	組織	*	*	*	next	ネクスト	ネクスト	115
名詞	固有名詞	組織	*	*	*	パス	パス	パス	8
名詞	固有名詞	組織	*	*	*	Be	ビー	ビー	52
名詞	固有名詞	組織	*	*	*	ぴあ	ピア	ピア	204
名詞	固有名詞	組織	*	*	*	エイブル	エイブル	エイブル	234
名詞	固有名詞	組織	*	*	*	スペース	スペース	スペース	9
名詞	固有名詞	組織	*	*	*	Alpha	アルファ	アルファ	29
名詞	固有名詞	組織	*	*	*	アクティブ	アクティブ	アクティブ	74
名詞	固有名詞	組織	*	*	*	CA	シーエー	シーエー	90
名詞	固有名詞	組織	*	*	*	ストリーム	ストリーム	ストリーム	51
名詞	固有名詞	組織	*	*	*	いない	イナイ	イナイ	8
名詞	固有名詞	組織	*	*	*	SNK	エスエヌケイ	エスエヌケイ	6
名詞	固有名詞	組織	*	*	*	ASCII	アスキー	アスキー	90
名詞	固有名詞	組織	*	*	*	ベクター	ベクター	ベクター	21
名詞	固有名詞	組織	*	*	*	ソケッツ	ソケッツ	ソケッツ	6
名詞	固有名詞	組織	*	*	*	クリエイト	クリエイト	クリエイト	64
名詞	固有名詞	組織	*	*	*	オンリー	オンリー	オンリー	25
名詞	固有名詞	組織	*	*	*	シーマ	シーマ	シーマ	4
名詞	固有名詞	組織	*	*	*	BIC	ビック	ビック	7
名詞	固有名詞	組織	*	*	*	インデックス	インデックス	インデックス	48
名詞	固有名詞	組織	*	*	*	ハイパー	ハイパー	ハイパー	1
名詞	固有名詞	組織	*	*	*	ダブルクリック	ダブルクリック	ダブルクリック	2
名詞	固有名詞	組織	*	*	*	age	アージュ	アージュ	11
名詞	固有名詞	組織	*	*	*	IATA	アイエイティーエイ	アイエイティーエイ	4
名詞	固有名詞	組織	*	*	*	空港コード	クウコウコード	クーコーコード	1
名詞	固有名詞	組織	*	*	*	ショーワ	ショーワ	ショーワ	2
名詞	固有名詞	組織	*	*	*	ABC	アベセ	アベセ	3
名詞	固有名詞	組織	*	*	*	ESP	イーエスピー	イーエスピー	4
名詞	固有名詞	組織	*	*	*	ティア	ティア	ティア	2
名詞	固有名詞	組織	*	*	*	サンデー	サンデー	サンデー	5
