名詞	普通名詞	一般	*	*	*	ゾクセイ	属性	属性	3459
名詞	普通名詞	一般	*	*	*	パラメーター	パラメーター-parameter	パラメータ	2556
名詞	普通名詞	一般	*	*	*	リョウホウ	両方	両方	506
名詞	普通名詞	一般	*	*	*	*	*	*	74239
名詞	普通名詞	一般	*	*	*	コト	事	こと	8580
名詞	普通名詞	一般	*	*	*	コレクション	コレクション-collection	コレクション	579
名詞	普通名詞	一般	*	*	*	コレクション	コレクション-collection	Ｃｏｌｌｅｃｔｉｏｎ	200
名詞	普通名詞	一般	*	*	*	コレクション	コレクション-collection	ＣＯＬＬＥＣＴＩＯＮ	1
名詞	普通名詞	一般	*	*	*	フザイ	不在	不在	2
名詞	普通名詞	一般	*	*	*	エンコーディング	エンコーディング-encoding	エンコーディング	385
名詞	普通名詞	一般	*	*	*	スキーム	スキーム-scheme	スキーム	165
名詞	普通名詞	一般	*	*	*	モジ	文字	文字	6908
名詞	普通名詞	一般	*	*	*	モジ	文字	モジ	3
名詞	普通名詞	一般	*	*	*	レツ	列	列	3990
名詞	普通名詞	一般	*	*	*	ダブリューダブリューダブリュー	ＷＷＷ	ｗｗｗ	6
名詞	普通名詞	一般	*	*	*	ダブリューダブリューダブリュー	ＷＷＷ	ＷＷＷ	4
名詞	普通名詞	一般	*	*	*	ケイシキ	形式	形式	1737
名詞	普通名詞	一般	*	*	*	ケイシキ	型式	型式	1
名詞	普通名詞	一般	*	*	*	クラス	クラス-class	クラス	8484
名詞	普通名詞	一般	*	*	*	ジャバ	ジャバ-Java	Ｊａｖａ	1471
名詞	普通名詞	一般	*	*	*	ジャバ	ジャバ-Java	ｊａｖａ	1899
名詞	普通名詞	一般	*	*	*	ジャバ	ジャバ-Java	ＪＡＶＡ	16
名詞	普通名詞	一般	*	*	*	オブジェクト	オブジェクト-object	オブジェクト	11140
名詞	普通名詞	一般	*	*	*	オブジェクト	オブジェクト-object	Ｏｂｊｅｃｔ	1008
名詞	普通名詞	一般	*	*	*	オブジェクト	オブジェクト-object	ｏｂｊｅｃｔ	141
名詞	普通名詞	一般	*	*	*	インターフェース	インターフェース-interface	インタフェース	3067
名詞	普通名詞	一般	*	*	*	インターフェース	インターフェース-interface	Ｉｎｔｅｒｆａｃｅ	24
名詞	普通名詞	一般	*	*	*	チョクレツ	直列	直列	578
名詞	普通名詞	一般	*	*	*	サブ	サブ-sub	サブ	1806
名詞	普通名詞	一般	*	*	*	サブ	サブ-sub	ＳＵＢ	9
名詞	普通名詞	一般	*	*	*	ウイーク	ウイーク-week	ＷＥＥＫ	90
名詞	普通名詞	一般	*	*	*	ウイーク	ウイーク-week	ｗｅｅｋ	13
名詞	普通名詞	一般	*	*	*	オブ	オブ-of	ＯＦ	273
名詞	普通名詞	一般	*	*	*	オブ	オブ-of	オブ	4
名詞	普通名詞	一般	*	*	*	オブ	オブ-of	ｏｆ	58
名詞	普通名詞	一般	*	*	*	メソッド	メソッド-method	メソッド	16030
名詞	普通名詞	一般	*	*	*	メソッド	メソッド-method	ＭＥＴＨＯＤ	15
名詞	普通名詞	一般	*	*	*	ストリーム	ストリーム	ストリーム	2341
名詞	普通名詞	一般	*	*	*	シヨウ	仕様	仕様	600
名詞	普通名詞	一般	*	*	*	トランザクション	トランザクション-transaction	トランザクション	175
名詞	普通名詞	一般	*	*	*	ギョウカイ	業界	業界	1
名詞	普通名詞	一般	*	*	*	ヒョウジュン	標準	標準	842
名詞	普通名詞	一般	*	*	*	マッピング	マッピング-mapping	マッピング	692
名詞	普通名詞	一般	*	*	*	ケンゲン	権限	権限	37
名詞	普通名詞	一般	*	*	*	カプセル	カプセル-Kapsel	カプセル	249
名詞	普通名詞	一般	*	*	*	エムアイエヌ	ＭＩＮ	ＭＩＮ	71
名詞	普通名詞	一般	*	*	*	ニンイ	任意	任意	643
名詞	普通名詞	一般	*	*	*	スウチ	数値	数値	503
名詞	普通名詞	一般	*	*	*	マックス	マックス-max	ＭＡＸ	154
名詞	普通名詞	一般	*	*	*	マックス	マックス-max	Ｍａｘ	5
名詞	普通名詞	一般	*	*	*	カレンダー	カレンダー-calendar	Ｃａｌｅｎｄａｒ	272
名詞	普通名詞	一般	*	*	*	カレンダー	カレンダー-calendar	カレンダ	153
名詞	普通名詞	一般	*	*	*	フィールド	フィールド-field	フィールド	2288
名詞	普通名詞	一般	*	*	*	モト	元	元	863
名詞	普通名詞	一般	*	*	*	モト	元	もと	12
名詞	普通名詞	一般	*	*	*	モト	基	基	135
名詞	普通名詞	一般	*	*	*	タイショウ	対象	対象	446
名詞	普通名詞	一般	*	*	*	ビーン	ビーン-bean	Ｂｅａｎ	1205
名詞	普通名詞	一般	*	*	*	ビーン	ビーン-bean	ビーン	7
名詞	普通名詞	一般	*	*	*	オプション	オプション-option	オプション	804
名詞	普通名詞	一般	*	*	*	オプション	オプション-option	Ｏｐｔｉｏｎｓ	3
名詞	普通名詞	一般	*	*	*	オプション	オプション-option	ｏｐｔｉｏｎ	42
名詞	普通名詞	一般	*	*	*	タイ	対	対	28
名詞	普通名詞	一般	*	*	*	タイ	タイ-tie	タイ	16
名詞	普通名詞	一般	*	*	*	ロング	ロング-long	ｌｏｎｇ	593
名詞	普通名詞	一般	*	*	*	ロング	ロング-long	Ｌｏｎｇ	158
名詞	普通名詞	一般	*	*	*	ロング	ロング-long	ロング	2
名詞	普通名詞	一般	*	*	*	プット	プット-put	ｐｕｔ	171
名詞	普通名詞	一般	*	*	*	プット	プット-put	プット	13
名詞	普通名詞	一般	*	*	*	オーアールジー	ＯＲＧ	ｏｒｇ	326
名詞	普通名詞	一般	*	*	*	ポータブル	ポータブル-portable	Ｐｏｒｔａｂｌｅ	56
名詞	普通名詞	一般	*	*	*	ポータブル	ポータブル-portable	ポータブル	64
名詞	普通名詞	一般	*	*	*	サーバー	サーバー-server	Ｓｅｒｖｅｒ	56
名詞	普通名詞	一般	*	*	*	サーバー	サーバー-server	サーバー	760
名詞	普通名詞	一般	*	*	*	サーバー	サーバー-server	ｓｅｒｖｅｒ	39
名詞	普通名詞	一般	*	*	*	サーバー	サーバー-server	サーバ	1
名詞	普通名詞	一般	*	*	*	タイム	タイム-time	タイム	715
名詞	普通名詞	一般	*	*	*	タイム	タイム-time	Ｔｉｍｅ	328
名詞	普通名詞	一般	*	*	*	タイム	タイム-time	ｔｉｍｅ	76
名詞	普通名詞	一般	*	*	*	タイム	タイム-time	ＴＩＭＥ	55
名詞	普通名詞	一般	*	*	*	タイム	タイム-time	ｔｉｍｅｓ	1
名詞	普通名詞	一般	*	*	*	ゾーン	ゾーン-zone	ゾーン	584
名詞	普通名詞	一般	*	*	*	ゾーン	ゾーン-zone	Ｚｏｎｅ	100
名詞	普通名詞	一般	*	*	*	ゾーン	ゾーン-zone	ｚｏｎｅ	25
名詞	普通名詞	一般	*	*	*	ゾーン	ゾーン-zone	ＺＯＮＥ	6
